,Unnamed: 0.1,Unnamed: 0,title,vote_average,genres
1267,1267,1267,Paris Was a Woman,7.0,Documentary
1268,1268,1268,I'm Not Rappaport,6.2,Comedy
1269,1269,1269,Blue Juice,3.6,Comedy
1270,1270,1270,Kids of Survival,0.0,Sin Dato
1271,1271,1271,Alien³,6.2,Science Fiction
1272,1272,1272,An American Werewolf in London,7.2,Horror
1273,1273,1273,Amityville: It's About Time,4.1,Horror
1274,1274,1274,Amityville 3-D,4.0,Horror
1275,1275,1275,Amityville: Dollhouse,3.5,Horror
1276,1276,1276,Amityville: A New Generation,2.8,Horror
1277,1277,1277,Amityville II: The Possession,5.9,Horror
1278,1278,1278,The Amityville Horror,6.2,Drama
1279,1279,1279,The Amityville Curse,2.7,Horror
1280,1280,1280,Blood for Dracula,5.8,Horror
1281,1281,1281,April Fool's Day,5.8,Horror
1282,1282,1282,Audrey Rose,5.8,Fantasy
1283,1283,1283,The Believers,6.2,Crime
1284,1284,1284,The Birds,7.3,Horror
1285,1285,1285,The Blob,6.2,Horror
1286,1286,1286,Blood Beach,4.9,Science Fiction
1287,1287,1287,Body Parts,5.6,Horror
1288,1288,1288,The Body Snatcher,6.8,Thriller
1289,1289,1289,Dracula,7.1,Romance
1290,1290,1290,Bride of Frankenstein,7.4,Horror
1291,1291,1291,Burnt Offerings,6.6,Horror
1292,1292,1292,Candyman,6.2,Drama
1293,1293,1293,Cape Fear,7.0,Crime
1294,1294,1294,Cape Fear,7.2,Drama
1295,1295,1295,Carrie,7.0,Horror
1296,1296,1296,Cat People,6.0,Drama
1297,1297,1297,A Nightmare on Elm Street,7.2,Horror
1298,1298,1298,Nosferatu,7.7,Fantasy
1299,1299,1299,Vampire in Venice,8.5,Horror
1300,1300,1300,The Omen,7.2,Horror
1301,1301,1301,Blood and Wine,5.5,Crime
1302,1302,1302,Albino Alligator,5.6,Crime
1303,1303,1303,The Mirror Has Two Faces,6.5,Comedy
1304,1304,1304,Breaking the Waves,7.2,Drama
1305,1305,1305,Nightwatch,6.2,Action
1306,1306,1306,Star Trek: First Contact,7.0,Science Fiction
1307,1307,1307,Shine,7.3,Drama
1308,1308,1308,Sling Blade,7.4,Drama
1309,1309,1309,Jingle All the Way,5.5,Family
1310,1310,1310,Identification of a Woman,5.8,Romance
1311,1311,1311,Paradise Lost: The Child Murders at Robin Hood Hills,7.9,Documentary
1312,1312,1312,The Preacher's Wife,5.4,Fantasy
1313,1313,1313,Zero Kelvin,6.4,Drama
1314,1314,1314,Ridicule,7.4,Comedy
1315,1315,1315,The Crucible,6.7,Drama
1316,1316,1316,101 Dalmatians,5.6,Comedy
1317,1317,1317,The Forbidden Christ,5.5,Drama
1318,1318,1318,I Can't Sleep,5.0,Drama
1319,1319,1319,Die Hard 2,6.6,Action
1320,1320,1320,Star Trek: The Motion Picture,6.2,Science Fiction
1321,1321,1321,Star Trek VI: The Undiscovered Country,6.7,Science Fiction
1322,1322,1322,Star Trek V: The Final Frontier,5.6,Science Fiction
1323,1323,1323,Star Trek II: The Wrath of Khan,7.3,Action
1324,1324,1324,Star Trek III: The Search for Spock,6.4,Science Fiction
1325,1325,1325,Star Trek IV: The Voyage Home,6.9,Science Fiction
1326,1326,1326,Batman Returns,6.6,Action
1327,1327,1327,Young Guns,6.6,Crime
1328,1328,1328,Young Guns II,6.3,Western
1329,1329,1329,Grease,7.2,Romance
1330,1330,1330,Grease 2,4.9,Comedy
1331,1331,1331,Marked for Death,5.6,Action
1332,1332,1332,Adrenalin: Fear the Rush,3.9,Action
1333,1333,1333,The Substance of Fire,6.0,Drama
1334,1334,1334,Under Siege,6.1,Action
1335,1335,1335,Terror in a Texas Town,7.1,Action
1336,1336,1336,Jaws,7.5,Horror
1337,1337,1337,Jaws 2,5.9,Horror
1338,1338,1338,Jaws 3-D,4.2,Thriller
1339,1339,1339,My Fellow Americans,6.3,Comedy
1340,1340,1340,Mars Attacks!,6.1,Comedy
1341,1341,1341,Citizen Ruth,6.8,Drama
1342,1342,1342,Jerry Maguire,6.7,Comedy
1343,1343,1343,Raising Arizona,7.2,Comedy
1344,1344,1344,Tin Men,6.8,Comedy
1345,1345,1345,Sneakers,6.7,Comedy
1346,1346,1346,Bastard Out of Carolina,7.3,Drama
1347,1347,1347,In Love and War,6.0,Drama
1348,1348,1348,Marvin's Room,6.6,Drama
1349,1349,1349,Somebody Is Waiting,0.0,Drama
1350,1350,1350,Ghosts of Mississippi,6.2,History
1351,1351,1351,Night Falls on Manhattan,6.6,Drama
1352,1352,1352,Beavis and Butt-Head Do America,6.5,Animation
1353,1353,1353,La Cérémonie,7.0,Drama
1354,1354,1354,Scream,7.0,Crime
1355,1355,1355,The Last of the Mohicans,7.1,Action
1356,1356,1356,Michael,5.5,Comedy
1357,1357,1357,The Evening Star,5.8,Drama
1358,1358,1358,Hamlet,7.3,Drama
1359,1359,1359,Some Mother's Son,7.0,Drama
1360,1360,1360,The Whole Wide World,6.4,Drama
1361,1361,1361,Mother,6.8,Comedy
1362,1362,1362,Thieves,7.0,Romance
1363,1363,1363,Evita,5.9,History
1364,1364,1364,The Portrait of a Lady,6.3,Drama
1365,1365,1365,Walkabout,7.4,Adventure
1366,1366,1366,Message to Love: The Isle of Wight Festival,6.4,Documentary
1367,1367,1367,Murder at 1600,5.8,Action
1368,1368,1368,Hearts and Minds,0.0,Drama
1369,1369,1369,Inside,0.0,Crime
1370,1370,1370,Fierce Creatures,6.0,Comedy
1371,1371,1371,Zeus & Roxanne,4.2,Action
1372,1372,1372,Turbulence,5.2,Action
1373,1373,1373,Angel Baby,7.7,Drama
1374,1374,1374,First Strike,6.5,Action
1375,1375,1375,Underworld,6.0,Drama
1376,1376,1376,Beverly Hills Ninja,5.5,Action
1377,1377,1377,Metro,5.3,Action
1378,1378,1378,The Machine,4.5,Horror
1379,1379,1379,Falling in Love Again,6.1,Drama
1380,1380,1380,The Cement Garden,7.2,Drama
1381,1381,1381,Dante's Peak,5.8,Action
1382,1382,1382,Meet Wally Sparks,5.3,Comedy
1383,1383,1383,Amos & Andrew,5.0,Action
1384,1384,1384,Benny & Joon,6.9,Comedy
1385,1385,1385,Prefontaine,6.7,Drama
1386,1386,1386,A Tickle in the Heart,0.0,Documentary
1387,1387,1387,Guantanamera,8.0,Drama
1388,1388,1388,McHale's Navy,4.4,Action
1389,1389,1389,Kolya,7.5,Music
1390,1390,1390,Gridlock'd,6.8,Crime
1391,1391,1391,Fire on the Mountain,0.0,Documentary
1392,1392,1392,Waiting for Guffman,7.4,Music
1393,1393,1393,Prisoner of the Mountains,6.6,Drama
1394,1394,1394,The Beautician and the Beast,5.2,Comedy
1395,1395,1395,SubUrbia,6.4,Comedy
1396,1396,1396,Hotel de Love,4.3,Comedy
1397,1397,1397,The Pest,5.0,Action
1398,1398,1398,Fools Rush In,5.8,Drama
1399,1399,1399,Touch,6.0,Action
1400,1400,1400,Absolute Power,6.4,Crime
1401,1401,1401,That Darn Cat,3.9,Comedy
1402,1402,1402,Vegas Vacation,6.0,Comedy
1403,1403,1403,Unforgotten: Twenty-Five Years After Willowbrook,7.0,Sin Dato
1404,1404,1404,That Old Feeling,7.1,Comedy
1405,1405,1405,Lost Highway,7.5,Drama
1406,1406,1406,Rosewood,6.7,Drama
1407,1407,1407,Donnie Brasco,7.4,Crime
1408,1408,1408,Salut cousin !,3.3,Comedy
1409,1409,1409,Booty Call,5.6,Comedy
1410,1410,1410,Rhyme & Reason,6.3,Documentary
1411,1411,1411,Boys Life 2,5.0,Drama
1412,1412,1412,City of Industry,5.6,Crime
1413,1413,1413,Best Men,5.6,Comedy
1414,1414,1414,Jungle 2 Jungle,4.9,Comedy
1415,1415,1415,Kama Sutra - A Tale of Love,5.7,Drama
1416,1416,1416,Private Parts,6.7,Comedy
1417,1417,1417,Love Jones,8.1,Comedy
1418,1418,1418,The Saint,5.9,Thriller
1419,1419,1419,Smilla's Sense of Snow,6.6,Action
1420,1420,1420,The Van,5.9,Comedy
1421,1421,1421,Crash,6.5,Drama
1422,1422,1422,The Daytrippers,6.2,Comedy
1423,1423,1423,Liar Liar,6.4,Comedy
1424,1424,1424,The Quiet Room,5.0,Drama
1425,1425,1425,Selena,7.1,Drama
1426,1426,1426,The Devil's Own,5.9,Crime
1427,1427,1427,Cats Don't Dance,7.1,Animation
1428,1428,1428,B.A.P.S.,4.2,Action
1429,1429,1429,Love and Other Catastrophes,5.8,Comedy
1430,1430,1430,Turbo: A Power Rangers Movie,4.6,Action
1431,1431,1431,Anna Karenina,6.4,Drama
1432,1432,1432,Double Team,4.4,Action
1433,1433,1433,Inventing the Abbotts,6.4,Drama
1434,1434,1434,Anaconda,4.8,Adventure
1435,1435,1435,Grosse Pointe Blank,6.9,Action
1436,1436,1436,Keys to Tulsa,4.9,Crime
1437,1437,1437,Kissed,7.0,Romance
1438,1438,1438,8 Heads in a Duffel Bag,5.4,Comedy
1439,1439,1439,Hollow Reed,6.8,Drama
1440,1440,1440,Paradise Road,6.2,War
1441,1441,1441,Traveller,5.9,Drama
1442,1442,1442,All Over Me,5.9,Drama
1443,1443,1443,A Brother's Kiss,8.0,Drama
1444,1444,1444,A Chef in Love,3.5,Drama
1445,1445,1445,Romy and Michele's High School Reunion,6.0,Comedy
1446,1446,1446,Temptress Moon,7.2,Drama
1447,1447,1447,Volcano,5.2,Science Fiction
1448,1448,1448,Children of the Revolution,5.3,Comedy
1449,1449,1449,Austin Powers: International Man of Mystery,6.5,Science Fiction
1450,1450,1450,Breakdown,6.6,Drama
1451,1451,1451,Broken English,7.0,Romance
1452,1452,1452,Commandments,5.3,Comedy
1453,1453,1453,Ripe,4.0,Drama
1454,1454,1454,"Truth or Consequences, N.M.",5.7,Action
1455,1455,1455,The Turning,0.0,Drama
1456,1456,1456,Warriors of Virtue,4.7,Fantasy
1457,1457,1457,Fathers' Day,5.1,Comedy
1458,1458,1458,The Fifth Element,7.3,Adventure
1459,1459,1459,Intimate Relations,8.0,Sin Dato
1460,1460,1460,Nowhere,6.3,Science Fiction
1461,1461,1461,Losing Chase,3.9,Drama
1462,1462,1462,Sprung,5.0,Comedy
1463,1463,1463,Le Bonheur,7.0,Drama
1464,1464,1464,Love! Valour! Compassion!,5.7,Drama
1465,1465,1465,Shall We Dance?,7.2,Music
1466,1466,1466,The Second Jungle Book: Mowgli & Baloo,3.2,Adventure
1467,1467,1467,Twin Town,6.6,Comedy
1468,1468,1468,Addicted to Love,6.1,Comedy
1469,1469,1469,Brassed Off,6.9,Comedy
1470,1470,1470,The Designated Mourner,8.0,Sin Dato
1471,1471,1471,The Lost World: Jurassic Park,6.2,Adventure
1472,1472,1472,Ponette,7.5,Drama
1473,1473,1473,Schizopolis,6.4,Comedy
1474,1474,1474,Shiloh,5.7,Drama
1475,1475,1475,The War at Home,6.9,Drama
1476,1476,1476,Rough Magic,6.3,Comedy
1477,1477,1477,Trial and Error,5.3,Comedy
1478,1478,1478,Buddy,3.9,Adventure
1479,1479,1479,Con Air,6.5,Action
1480,1480,1480,Late Bloomers,4.0,Sin Dato
1481,1481,1481,The Pillow Book,6.9,Drama
1482,1482,1482,To Have (Or Not),0.0,Drama
1483,1483,1483,Speed 2: Cruise Control,4.1,Action
1484,1484,1484,Squeeze,6.0,Crime
1485,1485,1485,Sudden Manhattan,6.0,Comedy
1486,1486,1486,The Next Step,0.0,Sin Dato
1487,1487,1487,Wedding Bell Blues,5.5,Comedy
1488,1488,1488,Batman & Robin,4.2,Action
1489,1489,1489,Dream with the Fishes,7.7,Comedy
1490,1490,1490,Roseanna's Grave,6.3,Comedy
1491,1491,1491,Head Above Water,5.8,Comedy
1492,1492,1492,Hercules,7.3,Animation
1493,1493,1493,The Last Time I Committed Suicide,6.7,Drama
1494,1494,1494,MURDER and murder,8.0,Drama
1495,1495,1495,My Best Friend's Wedding,6.4,Comedy
1496,1496,1496,Tetsuo II: Body Hammer,5.6,Science Fiction
1497,1497,1497,When the Cat's Away,6.1,Comedy
1498,1498,1498,Contempt,7.5,Drama
1499,1499,1499,Face/Off,6.8,Action
1500,1500,1500,Fall,7.2,Drama
1501,1501,1501,Gabbeh,7.5,Drama
1502,1502,1502,Mondo,7.0,Drama
1503,1503,1503,The Innocent Sleep,0.0,Thriller
1504,1504,1504,For Ever Mozart,8.0,Drama
1505,1505,1505,Men in Black,6.9,Action
1506,1506,1506,Out to Sea,5.8,Comedy
1507,1507,1507,Wild America,5.8,Family
1508,1508,1508,A Simple Wish,5.5,Adventure
1509,1509,1509,Contact,7.2,Drama
1510,1510,1510,Love Serenade,6.0,Comedy
1511,1511,1511,G.I. Jane,6.0,Action
1512,1512,1512,Conan the Barbarian,6.6,Adventure
1513,1513,1513,George of the Jungle,5.4,Adventure
1514,1514,1514,Cop Land,6.6,Action
1515,1515,1515,Event Horizon,6.4,Horror
1516,1516,1516,Spawn,5.0,Action
1517,1517,1517,Air Bud,5.3,Comedy
1518,1518,1518,Picture Perfect,5.1,Comedy
1519,1519,1519,In the Company of Men,6.8,Comedy
1520,1520,1520,Free Willy 3: The Rescue,5.6,Adventure
1521,1521,1521,Career Girls,7.4,Drama
1522,1522,1522,Conspiracy Theory,6.5,Action
1523,1523,1523,Desperate Measures,5.9,Action
1524,1524,1524,Steel,4.2,Science Fiction
1525,1525,1525,She's So Lovely,5.3,Drama
1526,1526,1526,Hoodlum,6.5,Crime
1527,1527,1527,Leave it to Beaver,5.2,Adventure
1528,1528,1528,Mimic,5.7,Fantasy
1529,1529,1529,Money Talks,6.0,Action
1530,1530,1530,Excess Baggage,5.6,Action
1531,1531,1531,Kull the Conqueror,5.2,Adventure
1532,1532,1532,Air Force One,6.2,Action
1533,1533,1533,One Eight Seven,6.5,Drama
1534,1534,1534,The Hunt for Red October,7.2,Action
1535,1535,1535,My Own Private Idaho,7.1,Drama
1536,1536,1536,"Kiss Me, Guido",4.4,Comedy
1537,1537,1537,Star Maps,5.3,Comedy
1538,1538,1538,In & Out,6.3,Comedy
1539,1539,1539,The Edge,6.8,Action
1540,1540,1540,The Peacemaker,5.8,Action
1541,1541,1541,L.A. Confidential,7.7,Crime
1542,1542,1542,Seven Years in Tibet,7.0,Adventure
1543,1543,1543,Kiss the Girls,6.2,Drama
1544,1544,1544,Soul Food,6.6,Comedy
1545,1545,1545,Kicked in the Head,5.0,Comedy
1546,1546,1546,Wishmaster,5.6,Horror
1547,1547,1547,A Thousand Acres,5.7,Drama
1548,1548,1548,The Game,7.5,Drama
1549,1549,1549,Fire Down Below,5.0,Action
1550,1550,1550,U Turn,6.5,Thriller
1551,1551,1551,The Locusts,3.8,Drama
1552,1552,1552,The Matchmaker,6.1,Comedy
1553,1553,1553,The Assignment,6.6,Thriller
1554,1554,1554,A Smile Like Yours,3.2,Comedy
1555,1555,1555,Ulee's Gold,6.5,Drama
1556,1556,1556,The Ice Storm,6.9,Drama
1557,1557,1557,Stag,5.8,Thriller
1558,1558,1558,Chasing Amy,6.7,Comedy
1559,1559,1559,Def Jam's How to Be a Player,5.4,Comedy
1560,1560,1560,The Full Monty,6.9,Comedy
1561,1561,1561,Alive and Kicking,0.0,Comedy
1562,1562,1562,Mrs Brown,6.6,Drama
1563,1563,1563,I Know What You Did Last Summer,5.6,Horror
1564,1564,1564,The Devil's Advocate,7.2,Drama
1565,1565,1565,RocketMan,5.4,Comedy
1566,1566,1566,Playing God,5.6,Drama
1567,1567,1567,The House of Yes,6.3,Comedy
1568,1568,1568,"Fast, Cheap & Out of Control",8.3,Documentary
1569,1569,1569,Washington Square,7.4,Drama
1570,1570,1570,Telling Lies In America,6.3,Music
1571,1571,1571,Year of the Horse,3.8,Documentary
1572,1572,1572,Gattaca,7.5,Thriller
1573,1573,1573,FairyTale: A True Story,6.2,Fantasy
1574,1574,1574,Phantoms,5.2,Horror
1575,1575,1575,Swept from the Sea,6.5,Drama
1576,1576,1576,Wonderland,0.0,Documentary
1577,1577,1577,A Life Less Ordinary,6.2,Fantasy
1578,1578,1578,Hurricane Streets,4.8,Romance
1579,1579,1579,Eve's Bayou,6.3,Drama
1580,1580,1580,Switchback,5.8,Action
1581,1581,1581,Gang Related,6.5,Action
1582,1582,1582,Stripes,6.5,Action
1583,1583,1583,Nenette and Boni,8.0,Drama
1584,1584,1584,Bean,6.3,Comedy
1585,1585,1585,Hugo Pool,5.2,Comedy
1586,1586,1586,Mad City,5.9,Action
1587,1587,1587,One Night Stand,5.7,Drama
1588,1588,1588,The Tango Lesson,6.4,Drama
1589,1589,1589,Welcome to Sarajevo,6.5,War
1590,1590,1590,Deceiver,6.6,Mystery
1591,1591,1591,The Rainmaker,6.7,Drama
1592,1592,1592,Boogie Nights,7.5,Drama
1593,1593,1593,Witness,7.0,Crime
1594,1594,1594,Incognito,6.3,Crime
1595,1595,1595,Starship Troopers,6.7,Adventure
1596,1596,1596,Critical Care,6.1,Comedy
1597,1597,1597,The Joy Luck Club,7.1,Drama
1598,1598,1598,Chairman of the Board,2.7,Comedy
1599,1599,1599,Sliding Doors,6.6,Comedy
1600,1600,1600,Mortal Kombat: Annihilation,3.8,Action
1601,1601,1601,The Truman Show,7.8,Comedy
1602,1602,1602,The Wings of the Dove,6.9,Drama
1603,1603,1603,Mrs. Dalloway,5.4,Drama
1604,1604,1604,"I Love You, I Love You Not",5.0,Drama
1605,1605,1605,Red Corner,5.9,Crime
1606,1606,1606,The Jackal,6.1,Action
1607,1607,1607,Anastasia,7.4,Animation
1608,1608,1608,The Man Who Knew Too Little,6.5,Comedy
1609,1609,1609,Alien: Resurrection,5.9,Science Fiction
1610,1610,1610,Alien Escape,4.5,Horror
1611,1611,1611,Amistad,6.8,Drama
1612,1612,1612,The Apostle,6.1,Drama
1613,1613,1613,Artemisia,6.2,Drama
1614,1614,1614,Bent,6.3,Drama
1615,1615,1615,Bang,6.0,Drama
1616,1616,1616,The Boys,5.4,Comedy
1617,1617,1617,The Butcher Boy,6.7,Comedy
1618,1618,1618,Deconstructing Harry,7.3,Comedy
1619,1619,1619,Flubber,5.3,Comedy
1620,1620,1620,For Richer or Poorer,5.6,Comedy
1621,1621,1621,Good Will Hunting,7.9,Drama
1622,1622,1622,Guy,6.0,Sin Dato
1623,1623,1623,Tar,0.0,Sin Dato
1624,1624,1624,Home Alone 3,5.1,Comedy
1625,1625,1625,Ill Gotten Gains,0.0,Drama
1626,1626,1626,Man of Her Dreams,0.0,Horror
1627,1627,1627,Midnight in the Garden of Good and Evil,6.3,Crime
1628,1628,1628,MouseHunt,6.2,Comedy
1629,1629,1629,Never Met Picasso,0.0,Sin Dato
1630,1630,1630,Office Killer,5.0,Comedy
1631,1631,1631,Other Voices Other Rooms,10.0,Drama
1632,1632,1632,Scream 2,6.1,Horror
1633,1633,1633,Stranger in the House,0.0,Thriller
1634,1634,1634,The Sweet Hereafter,6.8,Drama
1635,1635,1635,Time Tracers,0.0,Science Fiction
1636,1636,1636,Titanic,7.5,Drama
1637,1637,1637,Tomorrow Never Dies,6.0,Adventure
1638,1638,1638,Twisted,4.5,Drama
1639,1639,1639,Full Speed,6.6,Romance
1640,1640,1640,The Education of Little Tree,0.0,Drama
1641,1641,1641,The Postman,6.1,Drama
1642,1642,1642,The Horse Whisperer,6.7,Drama
1643,1643,1643,The Winter Guest,6.9,Drama
1644,1644,1644,Jackie Brown,7.3,Comedy
1645,1645,1645,Kundun,6.8,Drama
1646,1646,1646,Mr. Magoo,3.9,Comedy
1647,1647,1647,The Big Lebowski,7.8,Comedy
1648,1648,1648,Afterglow,7.2,Drama
1649,1649,1649,My Life in Pink,7.2,Drama
1650,1650,1650,Great Expectations,6.4,Comedy
1651,1651,1651,3 Ninjas: High Noon at Mega Mountain,3.9,Action
1652,1652,1652,Men of Means,0.0,Drama
1653,1653,1653,Caught Up,4.3,Drama
1654,1654,1654,Arguing the World,0.0,Sin Dato
1655,1655,1655,Firestorm,4.7,Action
1656,1656,1656,Senseless,5.8,Comedy
1657,1657,1657,Wag the Dog,6.7,Comedy
1658,1658,1658,Dark City,7.2,Mystery
1659,1659,1659,The Leading Man,0.0,Thriller
1660,1660,1660,Star Kid,4.9,Action
1661,1661,1661,Hard Rain,5.5,Thriller
1662,1662,1662,Half Baked,6.4,Comedy
1663,1663,1663,Fallen,6.6,Thriller
1664,1664,1664,Shooting Fish,7.0,Crime
1665,1665,1665,The Prophecy II,5.9,Fantasy
1666,1666,1666,Fallen Angels,7.7,Drama
1667,1667,1667,Four Days in September,7.3,Action
1668,1668,1668,Spice World,4.7,Adventure
1669,1669,1669,Deep Rising,6.0,Adventure
1670,1670,1670,Tainted,5.5,Thriller
1671,1671,1671,A Letter from Death Row,2.0,Drama
1672,1672,1672,Music from Another Room,5.7,Comedy
1673,1673,1673,Mother and Son,7.6,Drama
1674,1674,1674,The Replacement Killers,6.0,Action
1675,1675,1675,B. Monkey,5.8,Romance
1676,1676,1676,The Night Flier,5.7,Mystery
1677,1677,1677,Blues Brothers 2000,5.2,Music
1678,1678,1678,Tokyo Fist,6.6,Romance
1679,1679,1679,Ride,6.8,Comedy
1680,1680,1680,The Wedding Singer,6.5,Romance
1681,1681,1681,Sphere,5.8,Science Fiction
1682,1682,1682,Ayn Rand: A Sense of Life,7.2,Documentary
1683,1683,1683,A Further Gesture,0.0,Drama
1684,1684,1684,Little City,6.0,Comedy
1685,1685,1685,Palmetto,5.7,Mystery
1686,1686,1686,As Good as It Gets,7.2,Comedy
1687,1687,1687,King of New York,6.5,Thriller
1688,1688,1688,A Paralyzing Fear: The Story of Polio in America,0.0,Documentary
1689,1689,1689,Men with Guns,0.0,Drama
1690,1690,1690,Twilight,6.1,Drama
1691,1691,1691,U.S. Marshals,6.2,Thriller
1692,1692,1692,Welcome to Woop Woop,6.4,Music
1693,1693,1693,Love and Death on Long Island,6.9,Drama
1694,1694,1694,Midaq Alley,6.4,Drama
1695,1695,1695,In God's Hands,5.0,Adventure
1696,1696,1696,Everest,6.3,Adventure
1697,1697,1697,Hush,5.9,Drama
1698,1698,1698,Suicide Kings,6.7,Action
1699,1699,1699,The Man in the Iron Mask,6.3,Action
1700,1700,1700,The Newton Boys,5.9,Crime
1701,1701,1701,Wild Things,6.3,Thriller
1702,1702,1702,Paulie,6.0,Comedy
1703,1703,1703,"A Cool, Dry Place",5.6,Drama
1704,1704,1704,Fireworks,7.6,Crime
1705,1705,1705,Primary Colors,6.1,Comedy
1706,1706,1706,"Niagara, Niagara",7.7,Drama
1707,1707,1707,Wide Awake,5.2,Comedy
1708,1708,1708,A Price Above Rubies,5.9,Drama
1709,1709,1709,Eden,6.0,Drama
1710,1710,1710,Two Girls and a Guy,5.4,Drama
1711,1711,1711,No Looking Back,5.8,Drama
1712,1712,1712,Storefront Hitchcock,7.0,Documentary
1713,1713,1713,The Proposition,5.8,Drama
1714,1714,1714,The Object of My Affection,5.6,Comedy
1715,1715,1715,Meet the Deedles,4.1,Animation
1716,1716,1716,Homegrown,5.5,Drama
1717,1717,1717,The Players Club,6.2,Drama
1718,1718,1718,Barney's Great Adventure,2.9,Family
1719,1719,1719,The Big One,6.2,Documentary
1720,1720,1720,Chinese Box,5.8,Drama
1721,1721,1721,Lost in Space,5.0,Adventure
1722,1722,1722,Heaven's Burning,5.1,Drama
1723,1723,1723,Mercury Rising,6.0,Action
1724,1724,1724,The Spanish Prisoner,7.1,Crime
1725,1725,1725,City of Angels,6.5,Drama
1726,1726,1726,The Last Days of Disco,6.8,Comedy
1727,1727,1727,The Odd Couple II,6.1,Adventure
1728,1728,1728,My Giant,5.1,Comedy
1729,1729,1729,He Got Game,6.7,Drama
1730,1730,1730,The Gingerbread Man,5.7,Thriller
1731,1731,1731,Illtown,5.0,Sin Dato
1732,1732,1732,Slappy and the Stinkers,5.6,Adventure
1733,1733,1733,Live Flesh,7.2,Drama
1734,1734,1734,Zero Effect,6.0,Comedy
1735,1735,1735,Nil by Mouth,7.1,Drama
1736,1736,1736,Ratchet,0.0,Thriller
1737,1737,1737,The Borrowers,5.8,Adventure
1738,1738,1738,Prince Valiant,4.7,Adventure
1739,1739,1739,"I Love You, Don't Touch Me!",6.0,Comedy
1740,1740,1740,Leather Jacket Love Story,9.0,Drama
1741,1741,1741,Love Walked In,6.0,Drama
1742,1742,1742,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,Comedy
1743,1743,1743,Kissing a Fool,5.9,Comedy
1744,1744,1744,Krippendorf's Tribe,4.3,Comedy
1745,1745,1745,Kurt & Courtney,5.9,Documentary
1746,1746,1746,The Real Blonde,5.5,Comedy
1747,1747,1747,Mr. Nice Guy,6.2,Crime
1748,1748,1748,Taste of Cherry,7.1,Drama
1749,1749,1749,Character,7.7,Drama
1750,1750,1750,Junk Mail,5.7,Comedy
1751,1751,1751,Species II,4.5,Science Fiction
1752,1752,1752,Major League: Back to the Minors,4.3,Comedy
1753,1753,1753,Sour Grapes,5.9,Comedy
1754,1754,1754,Wild Man Blues,6.2,Music
1755,1755,1755,The Big Hit,6.1,Action
1756,1756,1756,Tarzan and the Lost City,3.3,Action
1757,1757,1757,Black Dog,5.2,Action
1758,1758,1758,"Dancer, Texas Pop. 81",10.0,Comedy
1759,1759,1759,A Friend of the Deceased,5.0,Drama
1760,1760,1760,Go Now,0.0,Romance
1761,1761,1761,Les Misérables,7.1,Crime
1762,1762,1762,Still Breathing,5.2,Comedy
1763,1763,1763,Clockwatchers,5.6,Comedy
1764,1764,1764,Deep Impact,5.9,Action
1765,1765,1765,Little Men,0.0,Sin Dato
1766,1766,1766,Woo,5.5,Comedy
1767,1767,1767,The Hanging Garden,5.7,Drama
1768,1768,1768,Lawn Dogs,7.3,Drama
1769,1769,1769,Quest for Camelot,6.9,Fantasy
1770,1770,1770,Godzilla,5.3,Science Fiction
1771,1771,1771,Bulworth,6.3,Comedy
1772,1772,1772,Fear and Loathing in Las Vegas,7.2,Adventure
1773,1773,1773,The Opposite of Sex,5.9,Comedy
1774,1774,1774,I Got the Hook Up,5.4,Action
1775,1775,1775,Almost Heroes,5.5,Action
1776,1776,1776,Hope Floats,5.8,Drama
1777,1777,1777,Insomnia,6.6,Crime
1778,1778,1778,Little Boy Blue,7.4,Drama
1779,1779,1779,The Ugly,5.9,Horror
1780,1780,1780,A Perfect Murder,6.3,Crime
1781,1781,1781,Beyond Silence,6.5,Drama
1782,1782,1782,Six Days Seven Nights,5.6,Action
1783,1783,1783,Can't Hardly Wait,6.1,Comedy
1784,1784,1784,Cousin Bette,5.9,Comedy
1785,1785,1785,High Art,6.3,Drama
1786,1786,1786,The Land Girls,7.0,Drama
1787,1787,1787,Passion in the Desert,5.8,Drama
1788,1788,1788,Children of Heaven,7.8,Drama
1789,1789,1789,Dear Jesse,0.0,Sin Dato
1790,1790,1790,Dream for an Insomniac,6.1,Romance
1791,1791,1791,Hav Plenty,0.0,Action
1792,1792,1792,Henry Fool,6.9,Comedy
1793,1793,1793,Marie from the Bay of Angels,4.0,Drama
1794,1794,1794,Mr. Jealousy,6.1,Comedy
1795,1795,1795,Mulan,7.6,Animation
1796,1796,1796,Resurrection Man,7.0,Thriller
1797,1797,1797,The X Files,6.6,Mystery
1798,1798,1798,I Went Down,6.5,Action
1799,1799,1799,Doctor Dolittle,5.4,Comedy
1800,1800,1800,Out of Sight,6.5,Romance
1801,1801,1801,Picnic at Hanging Rock,7.1,Thriller
1802,1802,1802,Smoke Signals,6.7,Drama
1803,1803,1803,Voyage to the Beginning of the World,6.0,Drama
1804,1804,1804,Buffalo '66,7.2,Romance
1805,1805,1805,Armageddon,6.5,Action
1806,1806,1806,Lethal Weapon 4,6.3,Action
1807,1807,1807,Madeline,5.1,Comedy
1808,1808,1808,Small Soldiers,6.2,Comedy
1809,1809,1809,Pi,7.1,Mystery
1810,1810,1810,Whatever,8.3,Drama
